0.24
0.06
0.01
1.23
0.26
0.52
0.59
0.03
0.02
1.27
9.84
6.56
1.00
1.61
3.67
6.25
10.44
9.27
3.21
1.38
13.20
9.54
1.44
7.70
2.63
0.17
7.99
0.92
2.21
0.82
0.01
1.63
6.28
2.42
4.23
5.62
2.56
0.72
4.67
18.83
0.78
0.98
3.86
0.34
0.27
0.16
0.11
0.39
0.83
0.37
0.30
0.12
0.56
0.19
0.22
0.09
0.80
0.19
0.22
0.14
1.14
14.51
2.35
0.39
0.37
3.40
3.84
6.56
0.35
1.41
0.37
0.66
0.01
0.01
0.02
0.00
0.01
0.00
0.01
0.00
0.14
1.42
2.83
3.22
1.70
2.85
1.20
0.24
0.13
0.01
0.01
0.01
1.19
0.08
0.02
2.36
5.58
1.92
1.85
2.36
0.55
0.06
0.83
2.62
1.30
4.38
1.35
0.00
0.00
0.00
0.02
0.05
0.07
1.37
1.25
6.43
5.43
4.49
2.04
1.78
1.14
1.25
0.60
1.72
1.73
1.59
1.60
1.07
0.62
0.15
0.00
0.28
1.86
9.77
6.76
4.54
6.86
3.44
2.91
3.42
0.92
0.54
0.03
0.11
5.10
2.83
2.77
0.01
0.00
0.00
0.00
0.01
0.00
0.00
0.27
8.53
13.83
4.61
1.89
0.85
7.12
0.75
0.13
0.29
0.61
4.99
0.65
4.54
0.59
1.09
0.77
0.17
0.29
0.34
0.01
2.04
3.60
1.48
1.33
0.67
0.84
1.09
3.60
3.38
1.84
4.07
9.26
6.25
0.54
0.62
1.23
13.01
0.56
4.51
6.44
0.92
19.35
12.04
2.32
4.12
4.39
5.90
2.06
3.99
4.18
1.40
7.52
2.26
7.26
13.46
1.74
3.99
3.96
0.10
3.41
5.20
1.37
10.37
0.03
0.02
1.85
0.96
2.00
2.26
0.02
2.11
1.14
0.62
0.25
0.37
2.73
2.09
1.96
0.39
4.61
1.96
3.65
3.54
2.01
2.76
0.45
3.55
4.51
5.00
17.49
4.22
1.27
0.14
1.86
0.30
1.72
0.01
0.00
0.00
0.01
0.02
0.44
2.41
0.01
0.00
0.01
0.33
0.05
0.46
0.43
0.18
0.01
0.00
0.01
0.02
0.13
0.45
0.29
0.39
1.42
1.28
0.83
6.30
11.71
6.78
0.02
4.32
0.50
0.99
0.02
0.37
0.37
0.58
0.03
0.01
1.37
1.01
7.81
4.54
2.83
4.14
3.45
1.17
1.62
1.15
0.06
0.04
6.00
12.00
11.69
6.91
6.58
5.04
2.46
5.39
6.56
0.51
1.95
0.95
3.73
12.92
18.35
7.90
6.29
4.12
9.66
3.62
9.24
1.58
13.09
10.80
6.53
10.56
5.52
4.89
7.62
13.19
13.52
0.91
5.14
7.45
2.29
6.43
15.16
4.49
6.75
3.53
2.78
0.08
0.25
0.54
1.20
3.22
1.19
3.70
2.20
0.74
2.85
1.44
3.40
1.36
6.78
1.63
4.01
4.53
1.08
1.89
13.38
4.53
0.65
